0000000000000000,0 ps,(0,0)
0000000000000000,158000 ps,(0,0)
0000000000000000,217000 ps,(0,0)
0000000000000000,276000 ps,(0,0)
0000000000000000,335000 ps,(0,0)
0000000000000000,394000 ps,(0,0)
0000000000000000,453000 ps,(0,0)
0011001100110011,478000 ps,(3,3)
0001000000010000,497000 ps,(0,1)
0000000000000000,512000 ps,(0,0)
